id,nome,preco,quantidade
22121,GC4298 COBALT / S10 O9/12 / AGILE 1.4 09/12 / 5 PINOS,0.00,0
22122,VW,0.00,0
22123,GC4113 GOL1.6 1.8 / FUSCA 81,0.00,0
22124,GC4177 GOL / PARATI 1.6 1.6 96/,0.00,0
22125,GC4504 GOL / PARATI / SAVEIRO INJETADO 2 PINOS,115.00,0
22126,GC4210 GOL/POLO/FOX 4 PINOS,245.00,0
22127,GC4098 GOL/VOYAGE G6/FOX 13/UP 13 4 PINOS,0.00,0
22128,GC4213 GOL 08/PARATI 08/SAVEIRO 09 1.6 1.8 3 PINOS,0.00,0
22129,IMPORTADOS,0.00,0
22130,GC4274 HB20 1.0 12V 12/14 2 PINOS BOBINA INDIVIDUAL,0.00,0
22131,GC4108 FIT 1.4 8V 04/08 3 PINOS TRASEIRA,0.00,0
22132,GC4109 FIT 1.4 8V 04/08 3 PINOS DIANTEIRA,0.00,0
22133,GC4110 FIT 1.5 16V 04/08 3 PINOS,0.00,0
22134,GC4111 FIT 1.4 1.5 16V 09/12 / CITY 1.5 16V 09/12 3 PINOS,0.00,0
22135,GC4181 NEW CIVIC 1.8 14 / 3 PINOS,0.00,0
22136,GC4800 LIVINA/TIDA1.8 16V 07/ SENTRA 2.0 16V 06/09,0.00,0
22137,GC4132 LIVINA 1.6 16V 09/ 2 PINOS,0.00,0
22138,GC4448 TIDA/VERSA/LIVINA/SENTRA 1.8 09,0.00,0
22139,GC4592 ETIOS 17 / YARIS 19 1.3 1.5,0.00,0
22140,GC4024 COROLLA 01/06,0.00,0
22141,GC4239 COROLLA 1.6 .18 16V 02/09,0.00,0
22142,GC4252 COROLLA 1.8 09/14 / COROLLA 2.0 10/ PRIUS 1.8 13,0.00,0
22143,GC4263 ETIOS 1.3 1.5 16V 13/ 3 PINOS,0.00,0
22144,SENSOR DE FASE,0.00,0
22145,1873 GOL 1.8 / GOLF 1.6 8V FOX / 1.01.6,0.00,0
22146,1866 CORSA 1.4 09/12 / PRISMA/CELTA,0.00,0
22147,1862 FIESTA/FOCUS 1.6 16V,0.00,0
22148,1853 FIESTA 1.6 1.5 16V 13,0.00,0
22149,1863 PALIO 8V 09/10 / WEEK 1.4 / UNO 1.0 1.4,0.00,0
22150,1864 PALIO/WEEK/LINEA/ 1.6 1.8 ETORK,0.00,0
22151,SENSOR DE VELOCIDADE,0.00,0
22152,2502 GOL/PARATI/SAVEIRO 94 /96,0.00,0
22153,2522 GOL 1.0 1.6 / FOX 1.0 1.6 / KOMBI,0.00,0
22154,2527 PASSAT 2.0 V6 / POLO 1.8 8V,0.00,0
22155,2509 GOL G2 / PARATI / LOGUS 1.6,0.00,0
22156,2528 COBALT / AGILE / 1.4 1.8,0.00,0
22157,2521 CORSA/ASTRA/VECTRA/PRIMA / 1.0 1.4 2.0 8V,0.00,0
22158,2524 FIESTA/FOCUS / 1.6 16V,0.00,0
22159,2505 FIESTA/KA/COURIE / 1.0 1.3 1.4,0.00,0
22160,2506 PALIO/SIENA/UNO/ 1.0 1.3 1.4 1.5 1.6 96/05,0.00,0
22161,2529 HB20 1.0 1.6 / IX35 2.0 16V,0.00,0
22162,2520 CLIO/SANDERO/LOGAN 1.0 1.6 07,0.00,0
22163,RESERVATORIO PARTIDA FRIO,0.00,0
22164,FIAT,0.00,0
22165,FORD,0.00,0
22166,GM,0.00,0
22167,CORSA/ASTRA/MONTANA 03,0.00,0
22168,VW,0.00,0
22169,FOX 1.0 1.6 / POLO 1.6 2.0 14,0.00,0
22170,GOL/VOYAGE 08/12 / SAVEIRO 13,0.00,0
22171,IMPORTADOS,0.00,0
22172,RESERVATORIO D AGUA,0.00,0
22173,FIAT,240.00,0
22174,F13412 PALIO FIRE 01.../IDEA 1.4,70.00,0
22175,F13441 PALIO FIRE 02...,70.00,0
22176,PALIO/GRAN SIENA 12 ETORQ,0.00,0
22177,MOBI/ARGO 17,0.00,0
22178,TORO 16 / COMPASS 17 / RENEGAGE 15,0.00,0
22179,PUNTO 1.4 08,0.00,0
22180,PALIO/WEEK/SIENA 98,0.00,0
22181,DOBLO 02,0.00,0
22182,LINEA / PUNTO 1.8 08,0.00,0
22183,UNO 11,0.00,0
22184,FORD,0.00,0
22185,ESCORT / VERONA / APOLLO,0.00,0
22186,ESCORT ZETEC 1.8,0.00,0
22187,COURIE ROCAM FLEX 07,0.00,0
22188,KA ENDURA 97 / ROCAM 08,0.00,0
22189,FIESTA/COURIE 1.4 16V,0.00,0
22190,FIESTA 1.5 1.6 / ECOSPORT / KA SIGMA,0.00,0
22191,F12462 FIESTA 02... 2 SAIDAS,78.00,0
22192,F12463 FIESTA 02... 3 SAIDAS,74.00,0
22193,GM,70.00,0
22194,F14496 CORSA 02/06 MONTANA 3 SAIDAS C/AR,82.50,0
22195,F14495 CORSA 02/06 MONTANA 2 SAIDA S/AR,82.50,0
22196,M39252 ASTRA 99/ NOVO VECTRA 1.8 2.0 8V,90.00,0
22197,CORSA SEDAN 96,0.00,0
22198,KADETT/IPANEMA,0.00,0
22199,VECTRA 2.0 2.2,0.00,0
22200,COBALT 11 / SPIN / PRISMA / ONIX,0.00,0
22201,MERIVA 1.8 FLEX 2 SAIDA,0.00,0
22202,MERIVA 1.8 FLEX 3 SAIDA,0.00,0
22203,ZAFIRA 99 C/ FURO SENSOR,0.00,0
22204,ZAFIRA 99 S/ FURO SENSOR,0.00,0
22205,F14497 CELTA/PRISMA 07 2 SAIDA,102.00,0
22206,M36253 CELTA/PRISMA AGILE 3 SAIDA,92.00,0
22207,CORSA CLASSIC 1 BICO,0.00,0
22208,CORSA CLASSIC 2 BICO,0.00,0
22209,VW,0.00,0
22210,F11401 GOL/SAVEIRO/SANTANA,48.00,0
22211,POLO 1.6 2.0,0.00,0
22212,F11416 FOX/GOL G5/ VOYAGE 08...,98.00,0
22213,GOLF 1.6 1.8 TURBO / KOMBI FLEX 07,70.00,0
22214,UP 15,0.00,0
22215,F11417 GOL G3 S/SENSOR,72.00,0
22216,IMPORTADOS,0.00,0
22217,C3 / AIRCROSS / PICASSO / 208 01,0.00,0
22218,HRV 15,0.00,0
22219,FIT 15,0.00,0
22220,FIT 09/14 CITY 10,0.00,0
22221,CLIO/LOGAN/SANDERO 1.0 16V / 1.6 8/16V 00,0.00,0
22222,DUSTER/LOGAN/SANDERO/OROCH,0.00,0
22223,P206 1.0 01/05,0.00,0
22224,P206 1.4 1.6 8V 02.,0.00,0
22225,P307 / P308 / 1.6 2.0 / C4 1.6 2.0 / C4 PALLAS 2.0 TDS,0.00,0
22226,HILUX SW4 05/11,0.00,0
22227,COROLLA 08,0.00,0
22228,KWID 1.0 12V 17,0.00,0
22229,TAMPA PARA RESERVATORIO,0.00,0
22230,FIAT,0.00,0
22231,NOVO PALIO / NOVA FIORINO / LINEA / FIAT 500,40.00,0
22232,PALIO / SIENA / STRADA / UNO FIRE,0.00,0
22233,FORD,0.00,0
22234,FIESTA / KA / ECOSPORT SIGMAN,24.00,0
22235,ESCORT / FIESTA / KA / ECOSPORT,0.00,0
22236,GM,0.00,0
22237,MONZA/KADETT/CORSA/OMEGA,20.00,0
22238,VW,0.00,0
22239,GOL / SANTANA / SAVEIRO AP,18.00,0
22240,FOX / GOLF / POLO,25.00,0
22241,CROSS FOX / KOMBI MODERNA / SPACE FOX / UP,0.00,0
22242,TAMPA DO RADIADOR,25.00,0
22243,MF16 MB,0.00,0
22244,MF12 FIAT 147,0.00,0
22245,MF86 HONDA/SUZUKI/TOYOTA BOCAL BAIXO,0.00,0
22246,TC7000 BBA CHT,0.00,0
22247,TC7002F CORCEL / DEL REY,0.00,0
22248,TC7006F OPALA 6CC,0.00,0
22249,TC7014F ESCORT / OPALA 4CC,0.00,0
22250,TC7018F PASSAT 86 / FERRO,0.00,0
22251,TC7045F FIAT 147,0.00,0
22252,TC7075F OPALA / CARAVAN 85/92 / BLAZER / S10 / SILVERADO,0.00,0
22253,TC7090 CIVIC/COROLLA/HILUX,0.00,0
22254,TC7092 RANGER/EXPLORER,0.00,0
22255,TC7093 MITSUBISHI/COROLLA/HILUX SW4/MAZDA,0.00,0
22256,TC7094 CIVIC 92 / FIT 04 / ACCORD,0.00,0
22257,TAMPA DE OLEO MOTOR,20.00,0
22258,FIAT,0.00,0
22259,F23736 MOTOR FIRE ( TAMPA COM ORELHA ),25.00,0
22260,FORD,0.00,0
22261,GM,0.00,0
22262,F23081 GM/FIAT,28.00,0
22263,F24053 GM,28.00,0
22264,VW,18.00,0
22265,F21027 VW,20.00,0
22266,JUNTAS SUPERIOR MOTOR,0.00,0
22267,FIAT,0.00,0
22268,MILLE/ FIASA 1000 1300,0.00,0
22269,SB79379 PALIO/SIENA FIRE 1.0 1.3 8V 99...,186.00,0
22270,PALIO/WEEK/BRAVA 1.6 16V,0.00,0
22271,MILLE/PALIO/SIENA MPI 1.0 1.5 8V 96...,0.00,0
22272,14X22,5.00,0
22273,FORD,0.00,0
22274,ESCORT ZETEC/FOCUS 1.8 16V,0.00,0
22275,COURIER 97/13 C/CONTROLE LD,110.00,0
22276,PALIO 04..../ADV 09... RUBI LD,15.00,0
22277,M45032 DESLIZE DO BANCO VW,2.00,0
22278,FIESTA / KA / ECOSPORT 1.0 ZETEC ROCAM 8V,210.00,0
22279,ECOSPORT DURATEC 2.0 16V,0.00,0
22280,NEW FIESTA/FOCUS 07/ ECOSPORT / SIGMA HWDB FLYA 1.5 1.6 16V,0.00,0
22281,M16003 PALIO BOCAL DO TANQUE 96/03,16.00,0
22282,MONZA/KADETT CARBURADO,0.00,0
22283,CORSA EFI 1.0,0.00,0
22284,CORSA / CELTA VHC 1.0 8V,78.00,0
22285,CORSA 1.4 EFI / MPFI 8V 96/03,0.00,0
22286,CORSA 1.6 8V MPFI,0.00,0
22287,CORSA/MONTANA 1.4 OHC 06...,175.00,0
22288,VECTRA/ASTRA/S10 1.8 2.0 2.2 8V,0.00,0
22289,ZAFIRA/S10 MPFI 2.4 8V FLEX,0.00,0
22290,VW,0.00,0
22291,FUSCA/BRASILIA/KOMBI 1300 1500 1600,0.00,0
22292,GOL FORD ESCORT CHT 1.0,0.00,0
22293,GOL/SANTANA/PARATI 1.8 MI 95...,180.00,0
22294,GOL/PASSAT/SAVEIRO/SANTANA AP 1.6 1.8 ...94,135.00,0
22295,111253PK GOL 1.0 MI 8V,102.00,0
22296,GOL 1.0 16V MI,0.00,0
22297,1112103PK GOL POWER / TREND / FOX AE111,95.00,0
22298,GOL/VOYAGE/PARATI AP 91,80.00,0
22299,10543 PALIO 96/00 C/CHAVE,85.00,0
22300,AMAROK 2.0 4CC 16V,0.00,0
22301,KOMBI CLIPPER AMBAR LD,28.00,0
22302,M33000 KADETT 96/ VECTRA,18.00,0
22303,SUPER COLA WURTH,10.00,0
22304,ECO1519 HB20 1.0 12/19,68.00,0
22305,M45083 GOL V /VOYAGE/SAVEIRO 09 / PAINEL KOMBI 09,23.00,0
22306,UNO 84/10,15.00,0
22307,N317150 MONTANA SPORT 03/07,219.00,0
22308,VW,0.00,0
22309,PASTILHAS DE FREIO DIANTEIRA,0.00,0
22310,ECO1034 GOL G6 13... / NOVO POLO MSI / FOX ARO 14'' 15'' VIRTUS 1.6,0.00,0
22311,ECO1036 A3 1.6 / GOLF / SPACE FOX 1.6,90.00,0
22312,ECO1035 BORA/GOLF/SPACEFOX CONFOR/A3,90.00,0
22313,ECO1038 GOL/PARATI G3 G4 / CORSA 1.6 / KADETT / IPANEMA 1.8 2.0,38.00,0
22314,ECO1023 IPANEMA/KADETT/MONZA 1.6 1.8 2.0,35.00,0
22315,ECO1014 CELTA/CORSA/AGILE,38.00,0
22316,ECO1007 ASTRA 1.8 2.0 14'' 98...,0.00,0
22317,ECO1022 ASTRA/MERIVA/VECTRA/ZAFIRA ...10,0.00,0
22318,ECO1016 NOVO CORSA / MONTANA 1.4 1.8,45.00,0
22319,ECO1026 MERIVA 1.4 1.8/ZAFIRA 2.0 14'',0.00,0
22320,ECO1110 P 206 SW 1.6 16V / 207 1.6,85.00,0
22321,ECO1296 LINEA/BRAVO/DOBLO ADV/ IDEA ADV 02/10,0.00,0
22322,ECO1078 ELBA / FIORINO / UNO MILLE / UNO FIRE,35.00,0
22323,SYL1193 PALIO / WEEKEND / SIENA / 1.0 1.5 1.6,35.00,0
22324,ECO1063 PALIO / SIENA / WEEKEND / ELX / FIRE / 1.0 1.3 1.5 1.6 16V,38.00,0
22325,ECO1062 IDEA/PALIO ADV/WEEK/STRADA 1.4 1.6 1.8,0.00,0
22326,ECO1061 ALFA ROMEO 145 / 146 / FIAT BRAVO 2.0 / MAREA 2.4 20V,0.00,0
22327,SYL1209 LINEA TJET/PALIO WEEK/ STRADA ADV LOCKER,45.00,0
22328,ECO1232 FIESTA/KA,36.00,0
22329,ECO1231 FIESTA SUPERCHARGER / ESCORT SW / COURIE / KA 1.6,45.00,0
22330,ECO1044 SANTANA/VERSALLES 2.0,65.00,0
22331,ECO1234 ECOSPORT/FIESTA SC,81.00,0
22332,ECO1159 FIT 1.4 1.5 03/08,70.50,0
22333,ECO1050 GOL / PARATI / SAVEIRO BANANINHA,35.00,0
22334,ECO1053 GOL G3 G4 1.8 / PARATI 2.0 / SAVEIRO 1.8,0.00,0
22335,ECO1459 GOL G5 / PARATI / SAVEIRO / 1.0 1.6 1.8 2.0,0.00,0
22336,ECO1509 GOL G5 G6/ PARATI/SAVEIRO/VOYAGE 12...,0.00,0
22337,ECO1451 AGILE LTZ/CELTA/CORSA/MONTANA 1.4 10...,45.00,0
22338,ECO1496 COBALT/NOVO PRISMA/ONIX 1.0 1.4 1.8 LTZ 12...,0.00,0
22339,ECO1516 COBALT C/ABS/SONIC 1.6 1.8 12...,76.50,0
22340,ECO1498 CRUZE LT/LTZ 12...,0.00,0
22341,ECO1456 PALIO/SIENA/WEEK/FIORINO,45.00,0
22342,ECO1488 ARGO 1.8 / CRONOS / BRAVO TJET / LINEA / STRADA ADVENTURE LOCKER,88.00,0
22343,ECO1454 500 / NOVO PALIO 1.6 / PUNTO 1.4 / STRADA 1.8,42.00,0
22344,ECO1503 NEW CIVIC 1.8 07../ ACCORD LX 08....,115.00,0
22345,ECO1538 NOVO LOGAN/SANDERO 1.0 1.6 2.0 14...,70.00,0
22346,ECO1426 CITY/NEW FIT/ 09/14 TEVES,78.00,0
22347,SYL3282 P 508 1.6 11...,240.00,0
22348,KA ( NOVO ) 1.0 1.4 14...,0.00,0
22349,ECO1521 MARCH 1.0 1.6 12.. / VERSA 1.6 12...,84.00,0
22350,PASTILHAS DE FREIO TRASEIRO,0.00,0
22351,SYL3253 ACCORD/ CIVIC 2008,0.00,0
22352,DISCO DE FREIO DIANTEIRO,300.00,0
22353,D31E GOL / SAVEIRO / VOYAGE 08... 4 FUROS,0.00,0
22354,D31 GOL / SAVEIRO / VOYAGE TDS SOLIDO,0.00,0
22355,D31A GOL / SAVEIRO / VOYAGE TDS VENTILADO,0.00,0
22356,D31B SANTANA / QUANTUM VENTILADO,0.00,0
22357,D35A FOX/SPACE/CROSS 5 FUROS VENTILADO,0.00,0
22358,D35D FOX/SPACE ARO 14 5 FUROS VENTILADO,0.00,0
22359,D31C GOL G5 ARO 13/14 / VOYAGE ARO 14 VENTILADO,0.00,0
22360,D31G SAVEIRO/ UP / 4 FUROS VENTILADO,0.00,0
22361,D28A CORSA / MONTANA VENTILADO,0.00,0
22362,D28 CORSA / CLASSIC / PRISMA,87.50,0
22363,D28B CORSA 1.8 / MONTANA / MERIVA,0.00,0
22364,D28F COBALT COM ABS / SONIC / SPIN,0.00,0
22365,D17D CRUZE 1.8 / TRACKER SOLIDO,0.00,0
22366,D17E CRUZE 1.8 VENTILADO,0.00,0
22367,KA / FIESTA 00.. VENTILADO,0.00,0
22368,D36B ECOSPORT AUTOMATICO,0.00,0
22369,D36F FIESTA 15 / KA 15 VENTILADO,0.00,0
22370,D36G ECOSPORT 1.5 1.6 2.0 13 . 4 FUROS,0.00,0
22371,D43 UNO / PALIO / ELBA 96 SOLIDO,175.00,0
22372,D25A PALIO / UNO / CRONOS / ARGO 4 FUROS,0.00,0
22373,D50 PALIO / STRADA ADV,190.00,0
22374,SENSOR DE ABS,0.00,0
22375,FIAT,0.00,0
22376,PALIO (NOVO) FIRE EVO 12 DIANT,0.00,0
22377,PALIO FIRE ECONOMY WAY 1.0 1.4 14/ DIANT,0.00,0
22378,PALIO 1.6 16V ETORQ TRAS,0.00,0
22379,PALIO (NOVO) 12... / MOBI 17... TRAS,0.00,0
22380,DOBLO 1.3 16V 02... DIANT,0.00,0
22381,BRAVO TJET 1.4 16V 12/16 DIANT,0.00,0
22382,FORD,0.00,0
22383,GM,0.00,0
22384,AGILE 14/14 / CELTA 14/16 DIANT,98.00,0
22385,ONIX 13/19 / SONIC 12/14 DIANT,0.00,0
22386,CAPTIVA 08/15 TRAS,0.00,0
22387,VW,0.00,0
22388,GOL 09/17 / FOX 04/14 SENSOR NIVEL,115.00,0
22389,GOL 09/17 / FOX 04/14 TRAS,0.00,0
22390,JETTA 05/14 VARIANT TRAS,0.00,0
22391,FIT 09 ...FLEX NIVEL,115.00,0
22392,AMAROK 10/16 PASSAT TRAS,0.00,0
22393,IMPORTADOS,0.00,0
22394,P 307 00/12 / 308 11/19 DIANT,0.00,0
22395,P 307 00/12 / 308 11/19 TRAS,0.00,0
22396,HB20 13... TRAS,0.00,0
22397,COIFA LADO RODA,0.00,0
22398,FIAT,0.00,0
22399,UNO/PREMIO/ELBA 86,18.00,0
22400,PALIO/FIORINO/SIENA/MILLE,0.00,0
22401,UNO 11 / PALIO 12,0.00,0
22402,IDEA/DOBLO/PUNTO/LINEA,0.00,0
22403,FORD,0.00,0
22404,FIESTA 02,0.00,0
22405,KA 1.0 1.3,0.00,0
22406,ECOSPORT 03,0.00,0
22407,GM,0.00,0
22408,MONZA 82/93,0.00,0
22409,CORSA 94,20.00,0
22410,CORSA / MONTANA,0.00,0
22411,ONIX/PRISMA 1.0 12,0.00,0
22412,COBALT / SPIN 1.4 1.8,0.00,0
22413,VW,0.00,0
22414,FUSCA,30.00,0
22415,GOL/VOYAGE/PARATI/SAVEIRO,0.00,0
22416,GOL 95,0.00,0
22417,GOL G3/ FOX 03,0.00,0
22418,GOL/VOYAGE 08 1.0,0.00,0
22419,UP 14,0.00,0
22420,IMPORTADOS,0.00,0
22421,CIVIC 00/06,0.00,0
22422,FIT 03,0.00,0
22423,HB20 12,0.00,0
22424,I30 09/16,0.00,0
22425,P 206,0.00,0
22426,P307,0.00,0
22427,SANDERO/LOGAN 07,0.00,0
22428,CLIO 02/08,0.00,0
22429,DUSTER 4X2 12,0.00,0
22430,ETIOS 13,0.00,0
22431,MS07517 COROLLA 14.. CAMBIO,38.00,0
22432,KIT RODA TRASEIRA,0.00,0
22433,IRB100 GOL/SAVEIRO/PARATI/SANTANA,0.00,0
22434,IRB351 KOMBI 1600,0.00,0
22435,IRB500 FUSCA/BRASILIA/VARIANT,0.00,0
22436,IRB300 APOLLO 1.8,0.00,0
22437,IRB400 LOGUS/POINTER 94/96,0.00,0
22438,IRB200 CORSA/MONZA/CELTA,0.00,0
22439,CABO FREIO DE MAO,0.00,0
22440,FIAT,0.00,0
22441,FORD,0.00,0
22442,GM,0.00,0
22443,VW,0.00,0
22444,IK1223 GOL G2 G3 / PARATI G3,0.00,0
22445,IK1232 FOX 05/06,0.00,0
22446,IK1239 GOL G5 / VOYAGE 08/13 LD,0.00,0
22447,IK1240 GOL G5 / VOYAGE 08/13 LE,0.00,0
22448,IMPORTADOS,0.00,0
22449,CABO DE EMBREAGEM,0.00,0
22450,FIAT,0.00,0
22451,IK3304 ELBA/FIORINO/MILLE 91/95 / UNO 98/94,0.00,0
22452,IK3334 MOBI 15.../ UNO 15...,0.00,0
22453,IK3316 PALIO YOUN ELX FIRE/ STRADA / SIENA,0.00,0
22454,IK3319 PALIO/SIENA/STRADA 1.5 00,0.00,0
22455,IK3326 FIORINO/MILLE/UNO 1.0 MPI FIRE 04...,0.00,0
22456,IK3328 DOBLO 1.3 FIRE 16V,0.00,0
22457,IK3333 PALIO 11/13 / SIENA 11/12 / STRADA 1.4 13...,72.00,0
22458,FORD,0.00,0
22459,IK2310 FIESTA 94/95,0.00,0
22460,IK2311 ESCORT/VERONA 93/95,0.00,0
22461,IK2312 ESCORT SW 96/02,0.00,0
22462,GM,0.00,0
22463,IK4318 CELTA 01... / CORSA 1.0 1.4 C/DUPLA / PRISMA 01...,48.00,0
22464,IK4305 IPANEMA/KADETT 89/98,0.00,0
22465,IK4324 CORSA/CORSA CLASSIC 97/00,0.00,0
22466,IK4328 AGILE 09/14,50.00,0
22467,VW,0.00,0
22468,IK1303 GOL/PARATI/SAVEIRO 87/89,0.00,0
22469,IK1305 GOL/SAVEIRO/VOYAGE 82/87,0.00,0
22470,IK1306 GOL/PARATI/SAVEIRO 1.6 1.8 89/95,0.00,0
22471,IK1308 PASSAT/QUANTUM/SANTANA 84/89,0.00,0
22472,IK1311 FUSCA,0.00,0
22473,IK1316 GOL 94/96 1.0 AE CFI,0.00,0
22474,IK1317 GOL/SAVEIRO/PARATI AP 94/98,0.00,0
22475,IK1320 KOMBI,0.00,0
22476,IK1321 KOMBI,0.00,0
22477,IK1324 GOL/PARATI AT 1.0 8/16V,0.00,0
22478,IK1327 KOMBI 1.4 FLEX,28.00,0
22479,IMPORTADOS,0.00,0
22480,CABO DE CAPO,0.00,0
22481,FIAT,0.00,0
22482,FORD,0.00,0
22483,GM,0.00,0
22484,CELTA 01... C/ALAVANCA,18.00,0
22485,VW,125.00,0
22486,VW 1200/1300 C/BOTAO,12.00,0
22487,IMPORTADOS,0.00,0
22488,RETROVISORES EXTERNO,75.00,0
22489,FIAT,0.00,0
22490,UNO ELX S/C LD,54.00,0
22491,UNO ELX S/C LE,54.00,0
22492,UNO ELX C/C LD,0.00,0
22493,UNO ELX C/C LE,0.00,0
22494,UNO EP/SX/YG/SMART C/C L.D COFRAN,88.00,0
22495,UNO EP/SX/YG/SMART C/C L.E COFRAN,88.00,0
22496,UNO EP/SX/YG/SMART S/C LD,72.00,0
22497,UNO EP/SX/YG/SMART S/C LE,72.00,0
22498,UNO FIRE 2P 01/04 C/C LD,112.00,0
22499,UNO FIRE 2P 01/04 C/C LE,112.00,0
22500,UNO FIRE 2P 01/04 S/C LD,99.00,0
22501,UNO FIRE 2P 01/04 S/C LE,99.00,0
22502,UNO FIRE 4P 01/04 C/C LD,89.00,0
22503,UNO FIRE 4P 01/04 C/C LE,89.00,0
22504,UNO FIRE 4P 01/04 S/C LD,72.00,0
22505,UNO FIRE 4P 01/04 S/C LE,72.00,0
22506,UNO 10/16 VIVACE 2P C/C LD,205.00,0
22507,UNO 10/16 VICACE 2P C/C LE,205.00,0
22508,UNO 10/16 VICACE 2P S/C LD,165.00,0
22509,UNO 10/16 VICACE 2P S/C LE,165.00,0
22510,UNO 10/16 VICACE 4P C/C LD,208.00,0
22511,UNO 10/16 VICACE 4P C/C LE,208.00,0
22512,UNO 10/16 VICACE 4P S/C LD,169.00,0
22513,UNO 10/16 VICACE 4P S/C LE,169.00,0
22514,UNO 2/4 PORTAS L.E BLAWER,40.00,0
22515,UNO 2/4 PORTAS L.D BLAWER,40.00,0
22516,PALIO 96/00 2P C/C LD,96.00,0
22517,PALIO 96/00 2P C/C LE,96.00,0
22518,PALIO 96/00 2P S/C LD,75.00,0
22519,PALIO 96/00 2P S/C LE,85.00,0
22520,PALIO 96/00 4P C/C LD,94.00,0
22521,PALIO 96/00 4P C/C LE,94.00,0
22522,PALIO 96/00 4P S/C LD,78.00,0
22523,PALIO 96/00 4P S/C LE,78.00,0
22524,PALIO FIRE 01... 2P C/C LD,112.00,0
22525,PALIO FIRE 01... 2P C/C LE,112.00,0
22526,PALIO FIRE 01... 2P S/C LD,87.00,0
22527,PALIO FIRE 01... 2P S/C LE,87.00,0
22528,PALIO FIRE 01... 4P C/C LD,110.00,0
22529,PALIO FIRE 01... 4P C/C LE,110.00,0
22530,PALIO FIRE 01... 4P S/C LD,92.00,0
22531,PALIO FIRE 01... 4P S/C LE,92.00,0
22532,PALIO 04/07 C/C 2P LD,148.00,0
22533,PALIO 04/07 C/C 2P LE,148.00,0
22534,PALIO 04/07 C/C 4P LD,150.00,0
22535,PALIO 04/07 C/C 4P LE,150.00,0
22536,PALIO 04/07 S/C 2P LD,75.00,0
22537,PALIO 04/07 S/C 2P LE,75.00,0
22538,PALIO 04/07 S/C 4P LD,127.00,0
22539,PALIO 04/07 S/C 4P LE,127.00,0
22540,PALIO 08/10 C/C 2P LD,123.00,0
22541,PALIO 08/10 C/C 2P LE,123.00,0
22542,PALIO 08/10 C/C 4P LD,116.00,0
22543,PALIO 08/10 C/C 4P LE,116.00,0
22544,PALIO 08/10 S/C 2P LD,105.00,0
22545,PALIO 08/10 S/C 2P LE,105.00,0
22546,PALIO 08/10 S/C 4P LD,80.00,0
22547,PALIO 08/10 S/C 4P LE,80.00,0
22548,PALIO ECONO 2P C/C LD,158.00,0
22549,PALIO ECONO 2P C/C LE,158.00,0
22550,PALIO ECONO 2P S/C LD,130.00,0
22551,PALIO ECONO 2P S/C LE,130.00,0
22552,PALIO ECONO 4P C/C LD,160.00,0
22553,PALIO ECONO 4P C/C LE,160.00,0
22554,PALIO ECONO 4P S/C LD,140.00,0
22555,PALIO ECONO 4P S/C LE,140.00,0
22556,GRAN SIENA/NOVO PALIO C/C LD,205.00,0
22557,GRAN SIENA/NOVO PALIO C/C LE,205.00,0
22558,MOBI 14... C/C LD,0.00,0
22559,MOBI 14... C/C LE,0.00,0
22560,FORD,0.00,0
22561,FIESTA 96... C/C LD,98.00,0
22562,FIESTA 96... C/C LE,98.00,0
22563,FIESTA 96... S/C LD,78.00,0
22564,FIESTA 96.... S/C LE,78.00,0
22565,FIESTA 02... LD,208.00,0
22566,FIESTA 02... LE,208.00,0
22567,NEW FIESTA 09/13 C/SETA ELETRI LD,560.00,0
22568,NEW FIESTA 09/13 C/SETA ELETRI LE,560.00,0
22569,COURIER 97/13 C/C LD,0.00,0
22570,COURIER 97/13 C/C LE,0.00,0
22571,KA 97/08 C/C LD,97.00,0
22572,KA 97/08 C/C LE,97.00,0
22573,KA 08... C/C LD,0.00,0
22574,KA 08... C/C LE,0.00,0
22575,KA 08... S/C LD,0.00,0
22576,KA 08... S/C LE,0.00,0
22577,KA 15... S/SETA C/C LD,0.00,0
22578,KA 15... S/SETA C/C LE,0.00,0
22579,ECOSPORT 03... LD,232.00,0
22580,ECOSPORT 03... LE,232.00,0
22581,GM,0.00,0
22582,CORSA 93/02 C/C L.D COFRAN,70.00,0
22583,CORSA 93/02 C/C L.E COFRAN,70.00,0
22584,CORSA 93/02 S/C L.D,63.00,0
22585,CORSA 93/02 S/C L.E,63.00,0
22586,CORSA/MONTANA 02... LD,175.00,0
22587,CORSA/MONTANA 02... LE,175.00,0
22588,CELTA 00/06 LD,110.00,0
22589,CELTA 00/06 LE,110.00,0
22590,CELTA 07... LD,112.00,0
22591,CELTA 07... LE,123.00,0
22592,AGILE C/C 09... LD,258.00,0
22593,AGILE C/C 09... LE,258.00,0
22594,ONIX/PRISMA ELETRI LD,390.00,0
22595,ONIX/PRISMA ELETRI LE,390.00,0
22596,ONIX/PRISMA C/C LD,205.00,0
22597,ONIX/PRISMA C/C LE,205.00,0
22598,SPIN LD,0.00,0
22599,SPIN LE,0.00,0
22600,KADETT 89/98 C/C LD,88.00,0
22601,KADETT 89/98 C/C LE,88.00,0
22602,KADETT 89/98 S/C LD,0.00,0
22603,KADETT 89/98 S/C LE,0.00,0
22604,MONZA 85/90 C/C LD,82.00,0
22605,MONZA 85/90 C/C LE,82.00,0
22606,MONZA 85/90 S/C LD,0.00,0
